2a06:a005:ce0::/44,HR,HR-05,Varazdin,
2a06:a005:ce0::/48,HR,HR-05,Varazdin,
2a06:a005:ce1::/48,HR,HR-05,Varazdin,
2a06:5ec0::/48,HR,HR-05,Varazdin,
2a02:e220:7::/48,HR,HR-05,Varazdin,
2a06:1287:1100::/43,HR,HR-05,Varazdin,
2a0e:b107:1ad0::/44,HR,HR-05,Varazdin,
